VOYAGEID,ARRPORT,CAPTAINA,CREW1,CREW2,D1SLATRA,D1SLATRB,D1SLATRC,DATARR32,DATARR33,DATARR34,DATEDEP,DATEDEPA,DATEDEPAM,DATEDEPB,DATEDEPC,DATEEND,DATELAND1,DATELAND2,DEPTREGIMP,DEPTREGIMP1,DLSLATRA,DLSLATRB,DLSLATRC,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,OWNERA,OWNERB,OWNERC,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,XMIMPFLAG,YEAR5,YEAR10,YEAR25,YEAR100,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,filter_$
295,,,,,,,,14,12,1822,,,,,,,1822-12-14,,,,,,,,,,,TRUE,1,1,14,1,60725,60700,60000,50102,60725,50100,50000,50102,6,,,,,60725,,,,,,,,,,50100,,,60700,1,,,,,,Maria da Glória,50102,380,,,3,380,,383,,,"PP,1845,XLIX:593-633",,,,,,,,383,,383,,,,3,0.01,19,65,33,13,1800,1822,1822,1822,,,0
296,50428,"Noronha, Manoel Joaquim de",27,,,,1822,6,1,1823,1822-05-30,30,,5,1822,,1823-01-06,,50200,50000,,,,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Vale, João Gomes",,,60734,,,,,50299,,50299,50400,,50400,,,60700,3,,,,,,Lucrécia,50422,279,,,13,279,,292,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","AHMS, 2.6, p. 13",,292,,292,221,30,30,13,0.04,30,65,33,13,1800,1823,1823,1822,,,0
297,50399,"Martins, Diogo Cândido",31,,,,,16,1,1823,1821-09-10,10,,9,1821,,1823-01-16,,50300,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Cintra, Elias Coelho",,,60820,,,,,50399,,50399,50300,,50400,,,60800,25,,,,,,Santana Flor de Cintra,50422,440,,,52,440,,492,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"APEJE, R.P.2.2.4., p. 195v",,,492,,492,493,55,55,52,0.11,63,65,33,13,1800,1823,1823,1821,,,0
298,,"Monteiro, José Albuquerque Xavier",,,,,,16,1,1823,1822-07-05,5,,7,1822,,1823-01-16,,50400,50000,,,,60822,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Guimarães, Constantino Dias Pinheiro",,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Zéfiro,50422,407,,,9,407,,416,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"GRJ,16/07/1822",,,416,,416,195,48,48,9,0.02,81,65,33,13,1800,1823,1823,1822,,,0
299,50422,"Vieira, Francisco Manoel",,,,,,16,1,1823,1822-06-26,26,,6,1822,,1823-01-16,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,4,"Ferreira, João Antônio",,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Desengano Feliz,50422,444,,,14,444,,458,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"IHGB,DL82.1:18","ANRJ, SM IV M - Liv.336 - Diversos,p.79","GRJ,02/07/1822",458,,458,204,32,32,14,0.03,81,65,33,13,1800,1823,1823,1822,,,0
300,,"Pedrosa, Manoel Carvalho",,,,,,20,1,1823,1822-06-06,6,,6,1822,,1823-01-20,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Santos, Francisco José dos",,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Príncipe Regente,50422,689,,,44,689,,733,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"GRJ,11/06/1822",,,733,,733,228,76,76,44,0.06,63,65,33,13,1800,1823,1823,1822,,,0
301,,"Cunha, Eusébio José da",,,,,,22,1,1823,1822-06-16,16,,6,1822,,1823-01-22,,50400,50000,,,,60822,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Ferreira, João Antônio",,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Trajano,50422,493,,,24,493,,517,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"GRJ,22/06/1822",,,517,,517,220,54,54,24,0.05,81,65,33,13,1800,1823,1823,1822,,,0
302,50422,"Silveira, Manoel José da",,,,,1822,3,2,1823,,,,,,,1823-02-03,,50300,50000,,1,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Melo, Duarte José de",,,60734,,,,,50399,,50399,50400,,50400,,,60700,1,,,,,,Bom Jesus Triunfo,50422,461,,,65,461,,526,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5",,,526,,526,,39,39,65,0.12,19,65,33,13,1800,1823,1823,1822,,,0
303,50422,"Pientenauzer, Firmo Antônio",,,,,,5,2,1823,1822-04-25,25,,4,1822,,1823-02-05,,50400,50000,,,,60711,60799,60700,60700,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Loureiro, Domingos Gomes Duarte",,,60711,,,,,50422,,50422,50400,,50400,,,60700,25,,,,,,Henriqueta,50422,532,,,10,532,,542,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"ANRJ, SM IV M - Liv.336 - Diversos,p.79",,,542,,542,286,47,47,10,0.02,63,65,33,13,1800,1823,1823,1822,,,0
304,,"Ferreira, Antônio José",,,,,,9,2,1823,1822-07-16,16,,7,1822,,1823-02-09,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,,,,60820,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Amazona,50422,457,,,8,457,,465,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105","FO84/31,ff.89-105",Florentino,"GRJ,25/07/1822","Espelho, 09/07/1822",,465,,465,208,66,66,8,0.02,81,65,33,13,1800,1823,1823,1822,,,0
305,,"Domingues, Jerônimo",64,,,,,13,2,1823,1822-07-25,25,,7,1822,,1823-02-13,,50400,50000,,,,60807,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Almeida, Bernardo Luís de",,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Mariana,50422,441,,,79,441,,520,,,"IUP,ST,9/B",Florentino,"FO84/31,ff.89-105","IUP,ST,9/A/25","GRJ,03/08/1822",,,,520,,520,203,61,61,79,0.15,63,65,33,13,1800,1823,1823,1822,,,0
306,50422,"Almeida, Antônio Pedro de",,,,10,1822,13,2,1823,1822-07-02,2,,7,1822,,1823-02-13,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Castro, Antonio José de",,,60820,,,,,50422,,50422,50400,,50400,,,60800,25,,,,,,Nove de Janeiro,50422,528,,,66,528,,594,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"GRJ,11/07/1822",CapelaNotes,"AHU,Moçambique,Cx 186 No 100",594,,594,226,108,108,66,0.11,63,65,33,13,1800,1823,1823,1822,,,0
307,,"Menezes, Antônio Joaquim de",,,,,,6,3,1823,,,,,,,1823-03-06,,50400,50000,,,,,,,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Vieira, José Inácio Vaz",,,60822,,,,,,,50499,,,50400,,,60800,4,,,,,,Leopoldina,50422,280,,,201,280,,481,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,,,,481,,481,,65,65,201,0.42,35,65,33,13,1800,1823,1823,1823,,,0
308,,"Braga, João Ribeiro de Castro",,,,,,6,3,1823,1822-07-22,22,,7,1822,,1823-03-06,,50400,50000,,,,60822,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Magalhães, Zeferino José Pinto de",,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Minerva,50422,395,,,45,395,,440,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"GRJ,30/07/1822",,,440,,440,227,64,64,45,0.1,81,65,33,13,1800,1823,1823,1822,,,0
309,,"Silva, José Jorge da",,,,,,7,3,1823,1822-05-22,22,,5,1822,,1823-03-07,,50400,50000,,,,60822,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Cirne, Manoel Joaquim Mendes de Vasconcelos",,,60822,,,,,50422,,50422,,,50400,,,60800,1,,,,,,NS da Guia,50422,240,,,98,240,,338,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"GRJ,25/05/1822",,,338,,338,289,66,66,98,0.29,19,65,33,13,1800,1823,1823,1822,,,0
310,50422,"Ferreira, José Nicolau",,,,,,21,3,1823,1822-06-25,25,,6,1822,,1823-03-21,,50400,50000,,,1823,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,4,"Rêgo, Lourenço Antônio do",,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Mercúrio,50422,490,,,12,490,,502,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","IUP,ST,9/B","FO84/31,ff.89-105",Florentino,"IHGB,DL82.1:18","GRJ,02/07/1822",,502,,502,269,41,41,12,0.02,81,65,33,13,1800,1823,1823,1822,,,0
311,,"Silva, José Leite da",,,,,,8,4,1823,1822-07-03,3,,7,1822,,1823-04-08,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Rocha, Antônio Ferreira da",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,S Antônio Destemido,50422,630,,,2,630,,632,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"GRJ,11/07/1822",,,,632,,632,279,40,40,2,0,63,65,33,13,1800,1823,1823,1822,,,0
312,,"Faria, Manoel de Jesus",,,,,,10,4,1823,,,,,,,1823-04-10,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Vale, João Gomes",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,S Rosa,50422,321,,,10,321,,331,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,,,,,331,,331,,51,51,10,0.03,19,65,33,13,1800,1823,1823,1823,,,0
313,50422,"Batalha, Luís Antônio",,,,,1823,11,4,1823,1822-11-09,9,,11,1822,,1823-04-11,,50400,50000,,3,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Vale, João Gomes",,,60734,,,,,50422,,50422,50400,,50400,,,60700,25,,,,,,Amália,50422,661,,,31,661,,692,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","ANRJ, SM IV M - Liv.336 - Diversos,p.80","GRJ, 28/09/1822",,692,,692,153,29,29,31,0.04,63,65,33,13,1800,1823,1823,1822,,,0
314,50428,"Fogaça, Antônio Gomes",,,,,1822,11,4,1823,1822-08-05,5,,8,1822,,1823-04-11,,50400,50000,,3,1823,60734,60734,60700,60700,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,4,,,,60707,,,,,50422,,50422,50400,,50400,,,60700,25,,,,,,Feliz Eugênia,50422,567,,,65,567,,632,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","IHGB,DL82.1:18","GRJ,13/08/1822",,632,,632,249,35,35,65,0.1,63,65,33,13,1800,1823,1823,1822,,,0
315,,"Lontra, Rafael Inácio da Fonseca",,,,,,23,4,1823,1822-07-10,10,,7,1822,,1823-04-23,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Porto, Antônio Alves da Silva",,,60820,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Santana Flor de Luanda,50422,433,,,86,433,,519,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"Espelho, 09/07/1822",,,,519,,519,287,65,65,86,0.17,81,65,33,13,1800,1823,1823,1822,,,0
316,,"Teixeira, Jacinto Alves",,,,,,23,4,1823,,,,,,,1823-04-23,,50400,50000,,,,,,,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Camisão, Lourenço Justiniano Pereira",,,60820,,,,,,,50499,,,50400,,,60800,4,,,,,,Novo Despique,50422,436,,,4,436,,440,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,,,,,440,,440,,67,67,4,0.01,35,65,33,13,1800,1823,1823,1823,,,0
317,50422,"Campos, Veríssimo de",,,,,1822,1,5,1823,1822-07-07,7,,7,1822,,1823-05-01,,50400,50000,,3,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Gomes, Miguel Ferreira",,,60734,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Luís,50422,455,,,46,455,,501,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","ANRJ, SM IV M - Liv.336 - Diversos,p.79v","GRJ,18/07/1822",,501,,501,298,50,50,46,0.09,81,65,33,13,1800,1823,1823,1822,,,0
318,50422,"Jordão, Manoel da Mota",,,,,1823,7,5,1823,1822-11-25,25,,11,1822,,1823-05-07,,50400,50000,,4,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Gomes, Miguel Ferreira",,,60734,,,,,50422,,50422,50400,,50400,,,60700,3,,,,,,D Ana,50422,315,,,22,315,,337,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","GRJ, 30/11/1822",,,337,,337,163,28,28,22,0.07,30,65,33,13,1800,1823,1823,1822,,,0
319,,,,,,,,3,7,1823,,,,,,,1823-07-03,,50400,50000,,,,,,,,TRUE,1,1,14,1,60734,60700,60000,50422,60734,50400,50000,50422,6,,,,,60734,,,,,,,50499,,,50400,,,60700,4,,,,,,S Joaquim Guerreiro,50422,161,,,,161,,179,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",,,,,,,,,,,,,,35,65,33,13,1800,1823,1823,1823,,,0
320,,"Santos, José Pedro dos",,,,,,21,7,1823,1822-11-28,28,,11,1822,,1823-07-21,,50400,50000,,,,60711,,60700,,TRUE,76,1,10,3,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Guimarães, José Joaquim",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Grão Penedo,50422,260,,,,260,,523,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"GRJ, 10/12/1822",,,,523,,523,235,38,38,263,0.5,81,65,33,13,1800,1823,1823,1822,,,0
321,50422,"Rodrigues, Francisco de Paula",,,,,1823,23,8,1823,1822-10-14,14,,10,1822,,1823-08-23,,50400,50000,,5,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Vale, João Gomes",,,60734,,,,,50422,,50422,50400,,50400,,,60700,25,,,,,,Mercantil,50422,625,,,0,625,,625,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","ANRJ, SM IV M - Liv.336 - Diversos,p.80v","GRJ, 24/10/1822",,625,,625,313,,,0,0,63,65,33,13,1800,1823,1823,1822,,,0
322,50299,"Melo, Francisco José de",,,,,,18,9,1823,1822-12-18,18,,12,1822,,1823-09-18,,50400,50000,,,1823,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,4,"Correa, Manoel Sabino",,,60707,,,,,50422,,50422,50200,,50400,,,60700,40,,,,,,Trajano,50422,460,,,,460,,508,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"IHGB,DL82.1:18","GRJ, 24/12/1822",,,,,,274,32,32,,,81,65,33,13,1800,1823,1823,1822,,,0
323,,"Blanchart, Manoel Pereira de Souza",,,,,,29,10,1823,1823-05-16,16,,5,1823,,1823-10-29,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Pinto, Manoel Guedes",,,60703,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Paquete do Rio,50422,487,,,3,487,,490,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"Dgov, 20/05/1823",,,,490,,490,166,37,37,3,0.01,81,65,33,13,1800,1823,1823,1823,,,0
324,,"Silva, José da",26,,,,,30,10,1823,1823-01-01,1,,1,1823,,1823-10-30,,50400,50000,,,1823,60711,60734,60700,60700,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,4,"Gomes, Miguel Ferreira",,,60707,60703,,,,50422,,50422,,,50400,,,60700,13,,,,,,Bela Americana,50422,394,,,27,394,,421,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"IHGB,DL82.1:18","Dgov, 03/01/1823",,,421,,421,302,50,50,27,0.06,54,65,33,13,1800,1823,1823,1823,,,0
325,80200,"Marques, José Gregório Maria",27,,,,1823,9,11,1823,1823-05-31,31,,5,1823,,1823-11-09,,50400,50000,,10,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Melo, José José de",,,60734,,,,,50422,,50422,50500,,50400,,,60700,40,,,,,,Bom Jesus Triunfo,50422,497,,,76,497,,573,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","Dgov, 03/06/1823",,,573,,573,162,37,37,76,0.13,81,65,33,13,1800,1823,1823,1823,,,0
326,,"Lopes, João Crisóstomo Rodrigues",26,,,,,22,11,1823,1823-07-07,7,,7,1823,,1823-11-22,,50400,50000,,,,60711,60725,60700,60700,TRUE,1,1,14,1,60610,60600,60000,50422,60610,50400,50000,50422,6,,,,,60610,,,,,50422,,50422,,,50400,,,60600,40,,,,,,Polifemo,50422,,,,,353,,390,,,"IUP,ST,9/A/25","FO84/31,ff.89-105","Dgov,09/07/1823",,,,,,,,,138,,,,,81,65,33,13,1800,1823,1823,1823,,,0
327,50422,"Melo, Bento Joaquim de",,,,,1823,24,11,1823,1822-08-08,8,,8,1822,,1823-11-24,,50400,50000,,,1823,60734,,60700,,TRUE,1,1,14,1,60734,60700,60000,50422,60734,50400,50000,50422,6,,"Gomes, Miguel Ferreira",,,60734,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Príncipe Real,50422,547,,,12,547,,559,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","GRJ,15/08/1822",,,559,,559,473,33,33,12,0.02,81,65,33,13,1800,1823,1823,1822,,,0
328,50299,"Silva, Joaquim Pereira da",,,,,1823,2,12,1823,1822-12-03,3,,12,1822,,1823-12-02,,50400,50000,,,1823,60734,60734,60700,60700,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,4,"Florin, Jose Inácio da Costa",,,60707,60734,,,,50422,,50422,50200,,50400,,,60700,25,,,,,,Imperador do Brasil,50422,446,,,12,446,,458,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","IHGB,DL82.1:18",GRJ 07/12/1822,,458,,458,364,42,42,12,0.03,63,65,33,13,1800,1823,1823,1822,,,0
329,50422,"Vieira, Francisco Manoel",26,,,,1823,4,12,1823,1823-04-07,7,,4,1823,,1823-12-04,,50400,50000,5,11,1823,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Ferreira, João Antônio",,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Desengano Feliz,50422,510,,,16,510,,526,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Cod. E-2-4 (Benguela)","Dgov, 09/04/1823",,,526,,526,241,29,29,16,0.03,81,65,33,13,1800,1823,1823,1823,,,0
330,50422,"Jordão, Manoel da Mota",,,,,1823,7,12,1823,1823-07-10,10,,7,1823,,1823-12-07,,50400,50000,,12,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,,,,60734,,,,,50422,,50422,50400,,50400,,,60700,3,,,,,,D Ana,50422,314,,,21,314,,335,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","GRJ, 30/11/1822",,,335,,335,150,29,29,21,0.06,30,65,33,13,1800,1823,1823,1823,,,0
331,,"Henriques, João Militão",37,,,,,10,12,1823,1823-05-13,13,,5,1823,,1823-12-10,,50400,50000,,,,60822,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,,,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Africano Constitucional,50422,744,,,14,744,,758,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"Dgov, 15/05/1823",,,,758,,758,211,50,50,14,0.02,81,65,33,13,1800,1823,1823,1823,,,0
332,,"Pereira, Francisco Manoel",,,,,,12,12,1823,,,,,,,1823-12-12,,50400,50000,,,,,,,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Santos, Francisco José dos",,,60820,,,,,,,50499,,,50400,,,60800,4,,,,,,Príncipe Regente,50422,607,,,128,607,,735,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,,,,,735,,735,,59,59,128,0.17,35,65,33,13,1800,1823,1823,1823,,,0
333,50422,"Carvalho, João Rodrigues",34,,,,,15,12,1823,1823-07-12,12,,7,1823,,1823-12-15,,50400,50000,,,1823,60711,60822,60700,60800,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Pinto, Manoel Guedes",,,60703,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Triunfo do Brasil,50422,590,,,10,590,,600,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"ANRJ, SM, XM 726,correspondências","Dgov,15/07/1823",,,600,,600,156,33,33,10,0.02,81,65,33,13,1800,1823,1823,1823,,,0
334,50422,"Gomes, Manoel de Souza",20,,,,1823,19,12,1823,1823-05-17,17,,5,1823,,1823-12-19,,50400,50000,,12,1823,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Silva, Jose Pinto Ribeiro da",,,60734,,,,,50422,,50422,50400,,50400,,,60700,13,,,,,,Urânia,50422,290,,,12,290,,302,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"AHNA, Códice D-1-5","Dgov, 21/05/1823",,,302,,302,216,36,36,12,0.04,54,65,33,13,1800,1823,1823,1823,,,0
335,50422,"Félix, Inácio José",,,,,,29,12,1823,1822-11-24,24,,11,1822,,1823-12-29,,50400,50000,,,1823,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,4,"Pinto, Manoel Guedes",,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Marquês de Pombal,50422,434,,,20,434,,454,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"IHGB,DL82.1:18",GRJ 28/11/1822,,,454,,454,400,31,31,20,0.04,81,65,33,13,1800,1823,1823,1822,,,0
336,,"Santos, José Vitorino dos",57,,,,,30,12,1823,1823-09-04,4,,9,1823,,1823-12-30,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Santos, Félix José dos",,,60734,,,,,50422,,50422,,,50400,,,60700,40,,,,,,NS da Conceição e Sr dos Passos,50422,424,,,26,424,,450,,,"PP,1845,XLIX:593-633","IUP,ST,9/A/25","FO84/31,ff.89-105",Florentino,"Dgov,06/09/1823",,,,450,,450,117,38,38,26,0.06,81,65,33,13,1800,1823,1823,1823,,,0
337,,"Sandrino, Juan",,,,,,8,8,1823,,,,,,,1823-08-08,,,,,,,,,,,TRUE,1,1,14,1,,60900,60000,31312,60999,31300,30000,31312,3,,,,,,,,,,,,,,,31300,,,,2,,,,,,Descamisada,31312,300,,,,300,,344,,,"PP,1845,XLIX:593-633",,,,,,,,,,,,,,,,24,65,33,13,1800,1823,1823,1823,,,0
338,,Precan,,,,,,,1,1822,,,,,1821,,,,60100,60000,,,,60106,,60100,,TRUE,164,5,8,3,60106,60100,60000,31312,60106,31300,30000,31312,10,10,Bougerel,,,60106,,,,,60118,,60118,,,31300,,,60100,2,,,,,,Louise,31312,,,,,160,,183,,,"PP,1845,XLIX:593-633","IUP,ST,10/A/144",Daget,,,,,,,,,,,,,,24,65,33,13,1800,1822,1822,1821,,,0
339,,"Zabala, J B",,,,,,,2,1822,,,,8,1821,,,,31300,30000,,,,,,,,TRUE,1,1,14,1,,60900,60000,31312,60999,31300,30000,31312,3,1,,,,,,,,,31312,,31312,,,31300,,,,2,,,,,,Mo Josefa,31312,,,,,160,,183,,,"PP,1845,XLIX:593-633","IUP,ST,10/A/144,145",,,,,,,,,,,,,,,24,65,33,13,1800,1822,1822,1821,,,0
